AC00	1100 1161
B935	1105 1170 11BC
B936	1105 1170 11BD
B937	1105 1170 11BE
B938	1105 1170 11BF
B939	1105 1170 11C0
B93A	1105 1170 11C1
B93B	1105 1170 11C2
B93C	1105 1171
B93D	1105 1171 11A8
B93E	1105 1171 11A9
B93F	1105 1171 11AA
B940	1105 1171 11AB
B941	1105 1171 11AC
B942	1105 1171 11AD
B943	1105 1171 11AE
B944	1105 1171 11AF
B945	1105 1171 11B0
B946	1105 1171 11B1
B947	1105 1171 11B2
B948	1105 1171 11B3
B949	1105 1171 11B4
B94A	1105 1171 11B5
B94B	1105 1171 11B6
B94C	1105 1171 11B7
B94D	1105 1171 11B8
B94E	1105 1171 11B9
B94F	1105 1171 11BA
B950	1105 1171 11BB
B951	1105 1171 11BC
B952	1105 1171 11BD
B953	1105 1171 11BE
B954	1105 1171 11BF
B955	1105 1171 11C0
B956	1105 1171 11C1
B957	1105 1171 11C2
B958	1105 1172
B959	1105 1172 11A8
B95A	1105 1172 11A9
B95B	1105 1172 11AA
B95C	1105 1172 11AB
B95D	1105 1172 11AC
B95E	1105 1172 11AD
B95F	1105 1172 11AE
B960	1105 1172 11AF
B961	1105 1172 11B0
B962	1105 1172 11B1
B963	1105 1172 11B2
B964	1105 1172 11B3
B965	1105 1172 11B4
B966	1105 1172 11B5
B967	1105 1172 11B6
B968	1105 1172 11B7
B969	1105 1172 11B8
B96A	1105 1172 11B9
B96B	1105 1172 11BA
B96C	1105 1172 11BB
B96D	1105 1172 11BC
B96E	1105 1172 11BD
B96F	1105 1172 11BE
B970	1105 1172 11BF
B971	1105 1172 11C0
B972	1105 1172 11C1
B973	1105 1172 11C2
B974	1105 1173
B975	1105 1173 11A8
B976	1105 1173 11A9
B977	1105 1173 11AA
B978	1105 1173 11AB
B979	1105 1173 11AC
B97A	1105 1173 11AD
B97B	1105 1173 11AE
B97C	1105 1173 11AF
B97D	1105 1173 11B0
B97E	1105 1173 11B1
B97F	1105 1173 11B2
B980	1105 1173 11B3
B981	1105 1173 11B4
B982	1105 1173 11B5
B983	1105 1173 11B6
B984	1105 1173 11B7
B985	1105 1173 11B8
B986	1105 1173 11B9
B987	1105 1173 11BA
B988	1105 1173 11BB
B989	1105 1173 11BC
B98A	1105 1173 11BD
B98B	1105 1173 11BE
B98C	1105 1173 11BF
B98D	1105 1173 11C0
B98E	1105 1173 11C1
B98F	1105 1173 11C2
B990	1105 1174
B991	1105 1174 11A8
B992	1105 1174 11A9
B993	1105 1174 11AA
B994	1105 1174 11AB
B995	1105 1174 11AC
B996	1105 1174 11AD
B997	1105 1174 11AE
B998	1105 1174 11AF
B999	1105 1174 11B0
B99A	1105 1174 11B1
B99B	1105 1174 11B2
B99C	1105 1174 11B3
B99D	1105 1174 11B4
B99E	1105 1174 11B5
B99F	1105 1174 11B6
B9A0	1105 1174 11B7
B9A1	1105 1174 11B8
B9A2	1105 1174 11B9
B9A3	1105 1174 11BA
B9A4	1105 1174 11BB
B9A5	1105 1174 11BC
B9A6	1105 1174 11BD
B9A7	1105 1174 11BE
B9A8	1105 1174 11BF
B9A9	1105 1174 11C0
B9AA	1105 1174 11C1
B9AB	1105 1174 11C2
B9AC	1105 1175
B9AD	1105 1175 11A8
B9AE	1105 1175 11A9
B9AF	1105 1175 11AA
B9B0	1105 1175 11AB
B9B1	1105 1175 11AC
B9B2	1105 1175 11AD
B9B3	1105 1175 11AE
B9B4	1105 1175 11AF
B9B5	1105 1175 11B0
B9B6	1105 1175 11B1
B9B7	1105 1175 11B2
B9B8	1105 1175 11B3
B9B9	1105 1175 11B4
B9BA	1105 1175 11B5
B9BB	1105 1175 11B6
B9BC	1105 1175 11B7
B9BD	1105 1175 11B8
B9BE	1105 1175 11B9
B9BF	1105 1175 11BA
B9C0	1105 1175 11BB
B9C1	1105 1175 11BC
B9C2	1105 1175 11BD
B9C3	1105 1175 11BE
B9C4	1105 1175 11BF
B9C5	1105 1175 11C0
B9C6	1105 1175 11C1
B9C7	1105 1175 11C2
B9C8	1106 1161
B9C9	1106 1161 11A8
B9CA	1106 1161 11A9
B9CB	1106 1161 11AA
B9CC	1106 1161 11AB
B9CD	1106 1161 11AC
B9CE	1106 1161 11AD
B9CF	1106 1161 11AE
B9D0	1106 1161 11AF
B9D1	1106 1161 11B0
B9D2	1106 1161 11B1
B9D3	1106 1161 11B2
B9D4	1106 1161 11B3
B9D5	1106 1161 11B4
B9D6	1106 1161 11B5
B9D7	1106 1161 11B6
B9D8	1106 1161 11B7
B9D9	1106 1161 11B8
B9DA	1106 1161 11B9
B9DB	1106 1161 11BA
B9DC	1106 1161 11BB
B9DD	1106 1161 11BC
B9DE	1106 1161 11BD
B9DF	1106 1161 11BE
B9E0	1106 1161 11BF
B9E1	1106 1161 11C0
B9E2	1106 1161 11C1
B9E3	1106 1161 11C2
B9E4	1106 1162
B9E5	1106 1162 11A8
B9E6	1106 1162 11A9
B9E7	1106 1162 11AA
B9E8	1106 1162 11AB
B9E9	1106 1162 11AC
B9EA	1106 1162 11AD
B9EB	1106 1162 11AE
B9EC	1106 1162 11AF
B9ED	1106 1162 11B0
B9EE	1106 1162 11B1
B9EF	1106 1162 11B2
B9F0	1106 1162 11B3
B9F1	1106 1162 11B4
B9F2	1106 1162 11B5
B9F3	1106 1162 11B6
B9F4	1106 1162 11B7
B9F5	1106 1162 11B8
B9F6	1106 1162 11B9
B9F7	1106 1162 11BA
B9F8	1106 1162 11BB
B9F9	1106 1162 11BC
B9FA	1106 1162 11BD
B9FB	1106 1162 11BE
B9FC	1106 1162 11BF
B9FD	1106 1162 11C0
B9FE	1106 1162 11C1
B9FF	1106 1162 11C2
BA00	1106 1163
BA01	1106 1163 11A8
BA02	1106 1163 11A9
BA03	1106 1163 11AA
BA04	1106 1163 11AB
BA05	1106 1163 11AC
BA06	1106 1163 11AD
BA07	1106 1163 11AE
BA08	1106 1163 11AF
BA09	1106 1163 11B0
BA0A	1106 1163 11B1
BA0B	1106 1163 11B2
BA0C	1106 1163 11B3
BA0D	1106 1163 11B4
BA0E	1106 1163 11B5
BA0F	1106 1163 11B6
BA10	1106 1163 11B7
BA11	1106 1163 11B8
BA12	1106 1163 11B9
BA13	1106 1163 11BA
BA14	1106 1163 11BB
BA15	1106 1163 11BC
BA16	1106 1163 11BD
BA17	1106 1163 11BE
BA18	1106 1163 11BF
BA19	1106 1163 11C0
BA1A	1106 1163 11C1
BA1B	1106 1163 11C2
BA1C	1106 1164
BA1D	1106 1164 11A8
BA1E	1106 1164 11A9
BA1F	1106 1164 11AA
BA20	1106 1164 11AB
BA21	1106 1164 11AC
BA22	1106 1164 11AD
BA23	1106 1164 11AE
BA24	1106 1164 11AF
BA25	1106 1164 11B0
BA26	1106 1164 11B1
BA27	1106 1164 11B2
BA28	1106 1164 11B3
BA29	1106 1164 11B4
BA2A	1106 1164 11B5
BA2B	1106 1164 11B6
BA2C	1106 1164 11B7
BA2D	1106 1164 11B8
BA2E	1106 1164 11B9
BA2F	1106 1164 11BA
BA30	1106 1164 11BB
BA31	1106 1164 11BC
BA32	1106 1164 11BD
BA33	1106 1164 11BE
BA34	1106 1164 11BF
BA35	1106 1164 11C0
BA36	1106 1164 11C1
BA37	1106 1164 11C2
BA38	1106 1165
BA39	1106 1165 11A8
BA3A	1106 1165 11A9
BA3B	1106 1165 11AA
BA3C	1106 1165 11AB
BA3D	1106 1165 11AC
BA3E	1106 1165 11AD
BA3F	1106 1165 11AE
BA40	1106 1165 11AF
BA41	1106 1165 11B0
BA42	1106 1165 11B1
BA43	1106 1165 11B2
BA44	1106 1165 11B3
BA45	1106 1165 11B4
BA46	1106 1165 11B5
BA47	1106 1165 11B6
BA48	1106 1165 11B7
BA49	1106 1165 11B8
BA4A	1106 1165 11B9
BA4B	1106 1165 11BA
BA4C	1106 1165 11BB
BA4D	1106 1165 11BC
BA4E	1106 1165 11BD
BA4F	1106 1165 11BE
BA50	1106 1165 11BF
BA51	1106 1165 11C0
BA52	1106 1165 11C1
BA53	1106 1165 11C2
BA54	1106 1166
BA55	1106 1166 11A8
BA56	1106 1166 11A9
BA57	1106 1166 11AA
BA58	1106 1166 11AB
BA59	1106 1166 11AC
BA5A	1106 1166 11AD
BA5B	1106 1166 11AE
BA5C	1106 1166 11AF
BA5D	1106 1166 11B0
BA5E	1106 1166 11B1
BA5F	1106 1166 11B2
BA60	1106 1166 11B3
BA61	1106 1166 11B4
BA62	1106 1166 11B5
BA63	1106 1166 11B6
BA64	1106 1166 11B7
BA65	1106 1166 11B8
BA66	1106 1166 11B9
BA67	1106 1166 11BA
BA68	1106 1166 11BB
BA69	1106 1166 11BC
BA6A	1106 1166 11BD
BA6B	1106 1166 11BE
BA6C	1106 1166 11BF
BA6D	1106 1166 11C0
BA6E	1106 1166 11C1
BA6F	1106 1166 11C2
BA70	1106 1167
BA71	1106 1167 11A8
BA72	1106 1167 11A9
BA73	1106 1167 11AA
BA74	1106 1167 11AB
BA75	1106 1167 11AC
BA76	1106 1167 11AD
BA77	1106 1167 11AE
BA78	1106 1167 11AF
BA79	1106 1167 11B0
BA7A	1106 1167 11B1
BA7B	1106 1167 11B2
BA7C	1106 1167 11B3
BA7D	1106 1167 11B4
BA7E	1106 1167 11B5
BA7F	1106 1167 11B6
BA80	1106 1167 11B7
BA81	1106 1167 11B8
BA82	1106 1167 11B9
BA83	1106 1167 11BA
BA84	1106 1167 11BB
BA85	1106 1167 11BC
BA86	1106 1167 11BD
BA87	1106 1167 11BE
BA88	1106 1167 11BF
BA89	1106 1167 11C0
BA8A	1106 1167 11C1
BA8B	1106 1167 11C2
BA8C	1106 1168
BA8D	1106 1168 11A8
BA8E	1106 1168 11A9
BA8F	1106 1168 11AA
BA90	1106 1168 11AB
BA91	1106 1168 11AC
BA92	1106 1168 11AD
BA93	1106 1168 11AE
BA94	1106 1168 11AF
BA95	1106 1168 11B0
BA96	1106 1168 11B1
BA97	1106 1168 11B2
BA98	1106 1168 11B3
BA99	1106 1168 11B4
BA9A	1106 1168 11B5
BA9B	1106 1168 11B6
BA9C	1106 1168 11B7
BA9D	1106 1168 11B8
BA9E	1106 1168 11B9
BA9F	1106 1168 11BA
BAA0	1106 1168 11BB
BAA1	1106 1168 11BC
BAA2	1106 1168 11BD
BAA3	1106 1168 11BE
BAA4	1106 1168 11BF
BAA5	1106 1168 11C0
BAA6	1106 1168 11C1
BAA7	1106 1168 11C2
BAA8	1106 1169
BAA9	1106 1169 11A8
BAAA	1106 1169 11A9
BAAB	1106 1169 11AA
BAAC	1106 1169 11AB
BAAD	1106 1169 11AC
BAAE	1106 1169 11AD
BAAF	1106 1169 11AE
BAB0	1106 1169 11AF
BAB1	1106 1169 11B0
BAB2	1106 1169 11B1
BAB3	1106 1169 11B2
BAB4	1106 1169 11B3
BAB5	1106 1169 11B4
BAB6	1106 1169 11B5
BAB7	1106 1169 11B6
BAB8	1106 1169 11B7
BAB9	1106 1169 11B8
BABA	1106 1169 11B9
BABB	1106 1169 11BA
BABC	1106 1169 11BB
BABD	1106 1169 11BC
BABE	1106 1169 11BD
BABF	1106 1169 11BE
BAC0	1106 1169 11BF
BAC1	1106 1169 11C0
BAC2	1106 1169 11C1
BAC3	1106 1169 11C2
BAC4	1106 116A
BAC5	1106 116A 11A8
BAC6	1106 116A 11A9
BAC7	1106 116A 11AA
BAC8	1106 116A 11AB
BAC9	1106 116A 11AC
BACA	1106 116A 11AD
BACB	1106 116A 11AE
BACC	1106 116A 11AF
BACD	1106 116A 11B0
BACE	1106 116A 11B1
BACF	1106 116A 11B2
BAD0	1106 116A 11B3
BAD1	1106 116A 11B4
BAD2	1106 116A 11B5
BAD3	1106 116A 11B6
BAD4	1106 116A 11B7
BAD5	1106 116A 11B8
BAD6	1106 116A 11B9
BAD7	1106 116A 11BA
BAD8	1106 116A 11BB
BAD9	1106 116A 11BC
BADA	1106 116A 11BD
BADB	1106 116A 11BE
BADC	1106 116A 11BF
BADD	1106 116A 11C0
BADE	1106 116A 11C1
BADF	1106 116A 11C2
BAE0	1106 116B
BAE1	1106 116B 11A8
BAE2	1106 116B 11A9
BAE3	1106 116B 11AA
BAE4	1106 116B 11AB
BAE5	1106 116B 11AC
BAE6	1106 116B 11AD
BAE7	1106 116B 11AE
BAE8	1106 116B 11AF
BAE9	1106 116B 11B0
BAEA	1106 116B 11B1
BAEB	1106 116B 11B2
BAEC	1106 116B 11B3
BAED	1106 116B 11B4
BAEE	1106 116B 11B5
BAEF	1106 116B 11B6
BAF0	1106 116B 11B7
BAF1	1106 116B 11B8
BAF2	1106 116B 11B9
BAF3	1106 116B 11BA
BAF4	1106 116B 11BB
BAF5	1106 116B 11BC
BAF6	1106 116B 11BD
BAF7	1106 116B 11BE
BAF8	1106 116B 11BF
BAF9	1106 116B 11C0
BAFA	1106 116B 11C1
BAFB	1106 116B 11C2
BAFC	1106 116C
BAFD	1106 116C 11A8
BAFE	1106 116C 11A9
BAFF	1106 116C 11AA
BB00	1106 116C 11AB
BB01	1106 116C 11AC
BB02	1106 116C 11AD
BB03	1106 116C 11AE
BB04	1106 116C 11AF
BB05	1106 116C 11B0
BB06	1106 116C 11B1
BB07	1106 116C 11B2
BB08	1106 116C 11B3
BB09	1106 116C 11B4
BB0A	1106 116C 11B5
BB0B	1106 116C 11B6
BB0C	1106 116C 11B7
BB0D	1106 116C 11B8
BB0E	1106 116C 11B9
BB0F	1106 116C 11BA
BB10	1106 116C 11BB
BB11	1106 116C 11BC
BB12	1106 116C 11BD
BB13	1106 116C 11BE
BB14	1106 116C 11BF
BB15	1106 116C 11C0
BB16	1106 116C 11C1
BB17	1106 116C 11C2
BB18	1106 116D
BB19	1106 116D 11A8
BB1A	1106 116D 11A9
BB1B	1106 116D 11AA
BB1C	1106 116D 11AB
BB1D	1106 116D 11AC
BB1E	1106 116D 11AD
BB1F	1106 116D 11AE
BB20	1106 116D 11AF
BB21	1106 116D 11B0
BB22	1106 116D 11B1
BB23	1106 116D 11B2
BB24	1106 116D 11B3
BB25	1106 116D 11B4
BB26	1106 116D 11B5
BB27	1106 116D 11B6
BB28	1106 116D 11B7
BB29	1106 116D 11B8
BB2A	1106 116D 11B9
BB2B	1106 116D 11BA
BB2C	1106 116D 11BB
BB2D	1106 116D 11BC
BB2E	1106 116D 11BD
BB2F	1106 116D 11BE
BB30	1106 116D 11BF
BB31	1106 116D 11C0
BB32	1106 116D 11C1
BB33	1106 116D 11C2
BB34	1106 116E
BB35	1106 116E 11A8
BB36	1106 116E 11A9
BB37	1106 116E 11AA
BB38	1106 116E 11AB
BB39	1106 116E 11AC
BB3A	1106 116E 11AD
BB3B	1106 116E 11AE
BB3C	1106 116E 11AF
BB3D	1106 116E 11B0
BB3E	1106 116E 11B1
BB3F	1106 116E 11B2
BB40	1106 116E 11B3
BB41	1106 116E 11B4
BB42	1106 116E 11B5
BB43	1106 116E 11B6
BB44	1106 116E 11B7
BB45	1106 116E 11B8
BB46	1106 116E 11B9
BB47	1106 116E 11BA
BB48	1106 116E 11BB
BB49	1106 116E 11BC
BB4A	1106 116E 11BD
BB4B	1106 116E 11BE
BB4C	1106 116E 11BF
BB4D	1106 116E 11C0
BB4E	1106 116E 11C1
BB4F	1106 116E 11C2
BB50	1106 116F
BB51	1106 116F 11A8
BB52	1106 116F 11A9
BB53	1106 116F 11AA
BB54	1106 116F 11AB
BB55	1106 116F 11AC
BB56	1106 116F 11AD
BB57	1106 116F 11AE
BB58	1106 116F 11AF
BB59	1106 116F 11B0
BB5A	1106 116F 11B1
BB5B	1106 116F 11B2
BB5C	1106 116F 11B3
BB5D	1106 116F 11B4
BB5E	1106 116F 11B5
BB5F	1106 116F 11B6
BB60	1106 116F 11B7
BB61	1106 116F 11B8
BB62	1106 116F 11B9
BB63	1106 116F 11BA
BB64	1106 116F 11BB
BB65	1106 116F 11BC
BB66	1106 116F 11BD
BB67	1106 116F 11BE
BB68	1106 116F 11BF
BB69	1106 116F 11C0
BB6A	1106 116F 11C1
BB6B	1106 116F 11C2
BB6C	1106 1170
BB6D	1106 1170 11A8
BB6E	1106 1170 11A9
BB6F	1106 1170 11AA
BB70	1106 1170 11AB
BB71	1106 1170 11AC
BB72	1106 1170 11AD
BB73	1106 1170 11AE
BB74	1106 1170 11AF
BB75	1106 1170 11B0
BB76	1106 1170 11B1
BB77	1106 1170 11B2
BB78	1106 1170 11B3
BB79	1106 1170 11B4
BB7A	1106 1170 11B5
BB7B	1106 1170 11B6
BB7C	1106 1170 11B7
BB7D	1106 1170 11B8
BB7E	1106 1170 11B9
BB7F	1106 1170 11BA
BB80	1106 1170 11BB
BB81	1106 1170 11BC
BB82	1106 1170 11BD
BB83	1106 1170 11BE
BB84	1106 1170 11BF
BB85	1106 1170 11C0
BB86	1106 1170 11C1
BB87	1106 1170 11C2
BB88	1106 1171
BB89	1106 1171 11A8
BB8A	1106 1171 11A9
BB8B	1106 1171 11AA
BB8C	1106 1171 11AB
BB8D	1106 1171 11AC
BB8E	1106 1171 11AD
BB8F	1106 1171 11AE
BB90	1106 1171 11AF
BB91	1106 1171 11B0
BB92	1106 1171 11B1
BB93	1106 1171 11B2
BB94	1106 1171 11B3
BB95	1106 1171 11B4
BB96	1106 1171 11B5
BB97	1106 1171 11B6
BB98	1106 1171 11B7
BB99	1106 1171 11B8
BB9A	1106 1171 11B9
BB9B	1106 1171 11BA
BB9C	1106 1171 11BB
BB9D	1106 1171 11BC
BB9E	1106 1171 11BD
BB9F	1106 1171 11BE
BBA0	1106 1171 11BF
BBA1	1106 1171 11C0
BBA2	1106 1171 11C1
BBA3	1106 1171 11C2
BBA4	1106 1172
BBA5	1106 1172 11A8
BBA6	1106 1172 11A9
BBA7	1106 1172 11AA
BBA8	1106 1172 11AB
BBA9	1106 1172 11AC
BBAA	1106 1172 11AD
BBAB	1106 1172 11AE
BBAC	1106 1172 11AF
BBAD	1106 1172 11B0
BBAE	1106 1172 11B1
BBAF	1106 1172 11B2
BBB0	1106 1172 11B3
BBB1	1106 1172 11B4
BBB2	1106 1172 11B5
BBB3	1106 1172 11B6
BBB4	1106 1172 11B7
BBB5	1106 1172 11B8
BBB6	1106 1172 11B9
BBB7	1106 1172 11BA
BBB8	1106 1172 11BB
BBB9	1106 1172 11BC
BBBA	1106 1172 11BD
BBBB	1106 1172 11BE
BBBC	1106 1172 11BF
BBBD	1106 1172 11C0
BBBE	1106 1172 11C1
BBBF	1106 1172 11C2
BBC0	1106 1173
BBC1	1106 1173 11A8
BBC2	1106 1173 11A9
BBC3	1106 1173 11AA
BBC4	1106 1173 11AB
BBC5	1106 1173 11AC
BBC6	1106 1173 11AD
BBC7	1106 1173 11AE
BBC8	1106 1173 11AF
BBC9	1106 1173 11B0
BBCA	1106 1173 11B1
BBCB	1106 1173 11B2
BBCC	1106 1173 11B3
BBCD	1106 1173 11B4
BBCE	1106 1173 11B5
BBCF	1106 1173 11B6
BBD0	1106 1173 11B7
BBD1	1106 1173 11B8
BBD2	1106 1173 11B9
BBD3	1106 1173 11BA
BBD4	1106 1173 11BB
BBD5	1106 1173 11BC
BBD6	1106 1173 11BD
BBD7	1106 1173 11BE
BBD8	1106 1173 11BF
BBD9	1106 1173 11C0
BBDA	1106 1173 11C1
BBDB	1106 1173 11C2
BBDC	1106 1174
BBDD	1106 1174 11A8
BBDE	1106 1174 11A9
BBDF	1106 1174 11AA
BBE0	1106 1174 11AB
BBE1	1106 1174 11AC
BBE2	1106 1174 11AD
BBE3	1106 1174 11AE
BBE4	1106 1174 11AF
BBE5	1106 1174 11B0
BBE6	1106 1174 11B1
BBE7	1106 1174 11B2
BBE8	1106 1174 11B3
BBE9	1106 1174 11B4
BBEA	1106 1174 11B5
BBEB	1106 1174 11B6
BBEC	1106 1174 11B7
BBED	1106 1174 11B8
BBEE	1106 1174 11B9
BBEF	1106 1174 11BA
BBF0	1106 1174 11BB
BBF1	1106 1174 11BC
BBF2	1106 1174 11BD
BBF3	1106 1174 11BE
BBF4	1106 1174 11BF
BBF5	1106 1174 11C0
BBF6	1106 1174 11C1
BBF7	1106 1174 11C2
BBF8	1106 1175
BBF9	1106 1175 11A8
BBFA	1106 1175 11A9
BBFB	1106 1175 11AA
BBFC	1106 1175 11AB
BBFD	1106 1175 11AC
BBFE	1106 1175 11AD
BBFF	1106 1175 11AE
BC00	1106 1175 11AF
BC01	1106 1175 11B0
BC02	1106 1175 11B1
BC03	1106 1175 11B2
BC04	1106 1175 11B3
BC05	1106 1175 11B4
BC06	1106 1175 11B5
BC07	1106 1175 11B6
BC08	1106 1175 11B7
BC09	1106 1175 11B8
BC0A	1106 1175 11B9
BC0B	1106 1175 11BA
BC0C	1106 1175 11BB
BC0D	1106 1175 11BC
BC0E	1106 1175 11BD
BC0F	1106 1175 11BE
BC10	1106 1175 11BF
BC11	1106 1175 11C0
BC12	1106 1175 11C1
BC13	1106 1175 11C2
BC14	1107 1161
BC15	1107 1161 11A8
BC16	1107 1161 11A9
BC17	1107 1161 11AA
BC18	1107 1161 11AB
BC19	1107 1161 11AC
BC1A	1107 1161 11AD
BC1B	1107 1161 11AE
BC1C	1107 1161 11AF
BC1D	1107 1161 11B0
BC1E	1107 1161 11B1
BC1F	1107 1161 11B2
BC20	1107 1161 11B3
BC21	1107 1161 11B4
BC22	1107 1161 11B5
BC23	1107 1161 11B6
BC24	1107 1161 11B7
BC25	1107 1161 11B8
BC26	1107 1161 11B9
BC27	1107 1161 11BA
BC28	1107 1161 11BB
BC29	1107 1161 11BC
BC2A	1107 1161 11BD
BC2B	1107 1161 11BE
BC2C	1107 1161 11BF
BC2D	1107 1161 11C0
BC2E	1107 1161 11C1
BC2F	1107 1161 11C2
BC30	1107 1162
BC31	1107 1162 11A8
BC32	1107 1162 11A9
BC33	1107 1162 11AA
BC34	1107 1162 11AB
BC35	1107 1162 11AC
BC36	1107 1162 11AD
BC37	1107 1162 11AE
BC38	1107 1162 11AF
BC39	1107 1162 11B0
BC3A	1107 1162 11B1
BC3B	1107 1162 11B2
BC3C	1107 1162 11B3
BC3D	1107 1162 11B4
BC3E	1107 1162 11B5
BC3F	1107 1162 11B6
BC40	1107 1162 11B7
BC41	1107 1162 11B8
BC42	1107 1162 11B9
BC43	1107 1162 11BA
BC44	1107 1162 11BB
BC45	1107 1162 11BC
BC46	1107 1162 11BD
BC47	1107 1162 11BE
BC48	1107 1162 11BF
BC49	1107 1162 11C0
BC4A	1107 1162 11C1
BC4B	1107 1162 11C2
BC4C	1107 1163
BC4D	1107 1163 11A8
BC4E	1107 1163 11A9
BC4F	1107 1163 11AA
BC50	1107 1163 11AB
BC51	1107 1163 11AC
BC52	1107 1163 11AD
BC53	1107 1163 11AE
BC54	1107 1163 11AF
BC55	1107 1163 11B0
BC56	1107 1163 11B1
BC57	1107 1163 11B2
BC58	1107 1163 11B3
BC59	1107 1163 11B4
BC5A	1107 1163 11B5
BC5B	1107 1163 11B6
BC5C	1107 1163 11B7
BC5D	1107 1163 11B8
BC5E	1107 1163 11B9
BC5F	1107 1163 11BA
BC60	1107 1163 11BB
BC61	1107 1163 11BC
BC62	1107 1163 11BD
BC63	1107 1163 11BE
BC64	1107 1163 11BF
BC65	1107 1163 11C0
BC66	1107 1163 11C1
BC67	1107 1163 11C2
BC68	1107 1164
BC69	1107 1164 11A8
BC6A	1107 1164 11A9
BC6B	1107 1164 11AA
BC6C	1107 1164 11AB
BC6D	1107 1164 11AC
BC6E	1107 1164 11AD
BC6F	1107 1164 11AE
BC70	1107 1164 11AF
BC71	1107 1164 11B0
BC72	1107 1164 11B1
BC73	1107 1164 11B2
BC74	1107 1164 11B3
BC75	1107 1164 11B4
BC76	1107 1164 11B5
BC77	1107 1164 11B6
BC78	1107 1164 11B7
BC79	1107 1164 11B8
BC7A	1107 1164 11B9
BC7B	1107 1164 11BA
BC7C	1107 1164 11BB
BC7D	1107 1164 11BC
BC7E	1107 1164 11BD
BC7F	1107 1164 11BE
BC80	1107 1164 11BF
BC81	1107 1164 11C0
BC82	1107 1164 11C1
BC83	1107 1164 11C2
BC84	1107 1165
BC85	1107 1165 11A8
BC86	1107 1165 11A9
BC87	1107 1165 11AA
BC88	1107 1165 11AB
BC89	1107 1165 11AC
BC8A	1107 1165 11AD
BC8B	1107 1165 11AE
BC8C	1107 1165 11AF
BC8D	1107 1165 11B0
BC8E	1107 1165 11B1
BC8F	1107 1165 11B2
BC90	1107 1165 11B3
BC91	1107 1165 11B4
BC92	1107 1165 11B5
BC93	1107 1165 11B6
BC94	1107 1165 11B7
BC95	1107 1165 11B8
BC96	1107 1165 11B9
BC97	1107 1165 11BA
BC98	1107 1165 11BB
BC99	1107 1165 11BC
BC9A	1107 1165 11BD
BC9B	1107 1165 11BE
BC9C	1107 1165 11BF
BC9D	1107 1165 11C0
BC9E	1107 1165 11C1
BC9F	1107 1165 11C2
BCA0	1107 1166
BCA1	1107 1166 11A8
BCA2	1107 1166 11A9
BCA3	1107 1166 11AA
BCA4	1107 1166 11AB
BCA5	1107 1166 11AC
BCA6	1107 1166 11AD
BCA7	1107 1166 11AE
BCA8	1107 1166 11AF
BCA9	1107 1166 11B0
BCAA	1107 1166 11B1
BCAB	1107 1166 11B2
BCAC	1107 1166 11B3
BCAD	1107 1166 11B4
BCAE	1107 1166 11B5
BCAF	1107 1166 11B6
BCB0	1107 1166 11B7
BCB1	1107 1166 11B8
BCB2	1107 1166 11B9
BCB3	1107 1166 11BA
BCB4	1107 1166 11BB
BCB5	1107 1166 11BC
BCB6	1107 1166 11BD
BCB7	1107 1166 11BE
BCB8	1107 1166 11BF
BCB9	1107 1166 11C0
BCBA	1107 1166 11C1
BCBB	1107 1166 11C2
BCBC	1107 1167
BCBD	1107 1167 11A8
BCBE	1107 1167 11A9
BCBF	1107 1167 11AA
BCC0	1107 1167 11AB
BCC1	1107 1167 11AC
BCC2	1107 1167 11AD
BCC3	1107 1167 11AE
BCC4	1107 1167 11AF
BCC5	1107 1167 11B0
BCC6	1107 1167 11B1
BCC7	1107 1167 11B2
BCC8	1107 1167 11B3
BCC9	1107 1167 11B4
BCCA	1107 1167 11B5
BCCB	1107 1167 11B6
BCCC	1107 1167 11B7
BCCD	1107 1167 11B8
BCCE	1107 1167 11B9
BCCF	1107 1167 11BA
BCD0	1107 1167 11BB
BCD1	1107 1167 11BC
BCD2	1107 1167 11BD
BCD3	1107 1167 11BE
BCD4	1107 1167 11BF
BCD5	1107 1167 11C0
BCD6	1107 1167 11C1
BCD7	1107 1167 11C2
BCD8	1107 1168
BCD9	1107 1168 11A8
BCDA	1107 1168 11A9
BCDB	1107 1168 11AA
BCDC	1107 1168 11AB
BCDD	1107 1168 11AC
BCDE	1107 1168 11AD
BCDF	1107 1168 11AE
BCE0	1107 1168 11AF
BCE1	1107 1168 11B0
BCE2	1107 1168 11B1
BCE3	1107 1168 11B2
BCE4	1107 1168 11B3
BCE5	1107 1168 11B4
BCE6	1107 1168 11B5
BCE7	1107 1168 11B6
BCE8	1107 1168 11B7
BCE9	1107 1168 11B8
BCEA	1107 1168 11B9
BCEB	1107 1168 11BA
BCEC	1107 1168 11BB
BCED	1107 1168 11BC
BCEE	1107 1168 11BD
BCEF	1107 1168 11BE
BCF0	1107 1168 11BF
BCF1	1107 1168 11C0
BCF2	1107 1168 11C1
BCF3	1107 1168 11C2
BCF4	1107 1169
BCF5	1107 1169 11A8
BCF6	1107 1169 11A9
BCF7	1107 1169 11AA
BCF8	1107 1169 11AB
BCF9	1107 1169 11AC
BCFA	1107 1169 11AD
BCFB	1107 1169 11AE
BCFC	1107 1169 11AF
BCFD	1107 1169 11B0
BCFE	1107 1169 11B1
BCFF	1107 1169 11B2
BD00	1107 1169 11B3
BD01	1107 1169 11B4
BD02	1107 1169 11B5
BD03	1107 1169 11B6
